Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
G6,,,,11-09-2024 12:59:46,11-09-2024 13:00:13,27.611s,FAILED
,,,,,,,
Test Cases/Google,,,,11-09-2024 13:00:02,11-09-2024 13:00:04,2.646s,FAILED
"openBrowser("""")",,,,11-09-2024 13:00:02,11-09-2024 13:00:04,2.618s,FAILED
,,,,,,,
Test Cases/Google2,,,,11-09-2024 13:00:11,11-09-2024 13:00:13,2.036s,FAILED
"openBrowser("""")",,,,11-09-2024 13:00:11,11-09-2024 13:00:13,2.024s,FAILED
