Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
G4,,,,11-09-2024 12:59:46,11-09-2024 13:00:13,27.531s,FAILED
,,,,,,,
Test Cases/Google,,,,11-09-2024 13:00:01,11-09-2024 13:00:04,2.658s,FAILED
"openBrowser("""")",,,,11-09-2024 13:00:01,11-09-2024 13:00:04,2.643s,FAILED
,,,,,,,
Test Cases/Google1,,,,11-09-2024 13:00:11,11-09-2024 13:00:13,2.104s,FAILED
"openBrowser("""")",,,,11-09-2024 13:00:11,11-09-2024 13:00:13,2.088s,FAILED
