Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
G7,,,,11-09-2024 12:59:46,11-09-2024 13:00:04,18.315s,FAILED
,,,,,,,
Test Cases/Google,,,,11-09-2024 13:00:01,11-09-2024 13:00:04,2.514s,FAILED
"openBrowser("""")",,,,11-09-2024 13:00:01,11-09-2024 13:00:04,2.505s,FAILED
